Date,Region,Product,Product Category,Temperature,DayOfWeek,Sales,source_file,is_anomaly,anomaly_score
2025-02-05,South,Coca-Cola,AA,23.0,Wednesday,1289,sales_2025-02-05.csv,0,-0.4915517454869794
2025-02-05,South,Fanta,AA,23.0,Wednesday,1291,sales_2025-02-05.csv,0,-0.4915517454869794
2025-02-05,South,Sprite,AA,23.0,Wednesday,1259,sales_2025-02-05.csv,0,-0.4893865830153567
2025-02-05,South,Pepsi,AA,23.0,Wednesday,1369,sales_2025-02-05.csv,0,-0.49332696256907266
2025-02-05,South,Golden Milk,AB,23.0,Wednesday,925,sales_2025-02-05.csv,0,-0.5057723772695616
2025-02-05,South,Almond Drink,AB,23.0,Wednesday,995,sales_2025-02-05.csv,0,-0.5035751347213749
2025-02-05,South,Oat Latte,AB,23.0,Wednesday,970,sales_2025-02-05.csv,0,-0.5040675664939092
2025-02-05,South,Strawberry Shake,AC,23.0,Wednesday,1185,sales_2025-02-05.csv,0,-0.4990192696771522
2025-02-05,South,Chocolate Shake,AC,23.0,Wednesday,1129,sales_2025-02-05.csv,0,-0.5000331871595491
2025-02-05,South,Vanilla Shake,AC,23.0,Wednesday,1015,sales_2025-02-05.csv,0,-0.5025355109340256
2025-02-05,South,Orange Juice,AD,23.0,Wednesday,1157,sales_2025-02-05.csv,0,-0.49503439988157844
2025-02-05,South,Apple Juice,AD,23.0,Wednesday,1349,sales_2025-02-05.csv,0,-0.5007422649133135
2025-02-05,South,Mango Juice,AD,23.0,Wednesday,1207,sales_2025-02-05.csv,0,-0.49448710813205077
2025-02-05,South,Pepsi Max,AE,23.0,Wednesday,1058,sales_2025-02-05.csv,0,-0.48606233694761747
2025-02-05,South,Cola Zero,AE,23.0,Wednesday,1103,sales_2025-02-05.csv,0,-0.4856294092123582
2025-02-05,South,Sprite Zero,AE,23.0,Wednesday,1239,sales_2025-02-05.csv,0,-0.4898225575133944
2025-02-05,South,Kombucha,AF,23.0,Wednesday,951,sales_2025-02-05.csv,0,-0.5033192175120446
2025-02-05,South,Coconut Water,AF,23.0,Wednesday,989,sales_2025-02-05.csv,0,-0.4988046492863037
2025-02-05,South,Isotonic Drink,AF,23.0,Wednesday,1003,sales_2025-02-05.csv,0,-0.49909215269326085
2025-02-05,East,Coca-Cola,AA,13.2,Wednesday,989,sales_2025-02-05.csv,0,-0.5020719374976054
2025-02-05,East,Fanta,AA,13.2,Wednesday,966,sales_2025-02-05.csv,0,-0.5045043572481336
2025-02-05,East,Sprite,AA,13.2,Wednesday,1040,sales_2025-02-05.csv,0,-0.4995654588138236
2025-02-05,East,Pepsi,AA,13.2,Wednesday,1047,sales_2025-02-05.csv,0,-0.49963556217330585
2025-02-05,East,Golden Milk,AB,13.2,Wednesday,1016,sales_2025-02-05.csv,0,-0.5170778106737713
2025-02-05,East,Almond Drink,AB,13.2,Wednesday,948,sales_2025-02-05.csv,0,-0.5219122643402148
2025-02-05,East,Oat Latte,AB,13.2,Wednesday,1152,sales_2025-02-05.csv,0,-0.5185888896120256
2025-02-05,East,Strawberry Shake,AC,13.2,Wednesday,1197,sales_2025-02-05.csv,0,-0.5077086177013892
2025-02-05,East,Chocolate Shake,AC,13.2,Wednesday,1309,sales_2025-02-05.csv,0,-0.5117385786361069
2025-02-05,East,Vanilla Shake,AC,13.2,Wednesday,1215,sales_2025-02-05.csv,0,-0.5087605155889388
2025-02-05,East,Orange Juice,AD,13.2,Wednesday,2083,sales_2025-02-05.csv,1,-0.5510868723164493
2025-02-05,East,Apple Juice,AD,13.2,Wednesday,2582,sales_2025-02-05.csv,1,-0.569419747832913
2025-02-05,East,Mango Juice,AD,13.2,Wednesday,1037,sales_2025-02-05.csv,0,-0.5193288634648439
2025-02-05,East,Pepsi Max,AE,13.2,Wednesday,1091,sales_2025-02-05.csv,0,-0.5076104477338862
2025-02-05,East,Cola Zero,AE,13.2,Wednesday,1275,sales_2025-02-05.csv,0,-0.5107742844370623
2025-02-05,East,Sprite Zero,AE,13.2,Wednesday,1357,sales_2025-02-05.csv,0,-0.5177283198941346
2025-02-05,East,Kombucha,AF,13.2,Wednesday,984,sales_2025-02-05.csv,0,-0.5170324123349418
2025-02-05,East,Coconut Water,AF,13.2,Wednesday,966,sales_2025-02-05.csv,0,-0.5192530434874836
2025-02-05,East,Isotonic Drink,AF,13.2,Wednesday,1012,sales_2025-02-05.csv,0,-0.516297232136175
2025-02-06,North,Coca-Cola,AA,16.3,Thursday,1380,sales_2025-02-06.csv,0,-0.49374933874217763
2025-02-06,North,Fanta,AA,16.3,Thursday,1392,sales_2025-02-06.csv,0,-0.49374933874217763
2025-02-06,North,Sprite,AA,16.3,Thursday,1481,sales_2025-02-06.csv,0,-0.49996710186669135
2025-02-06,North,Pepsi,AA,16.3,Thursday,1428,sales_2025-02-06.csv,0,-0.4971510544049795
2025-02-06,North,Golden Milk,AB,16.3,Thursday,973,sales_2025-02-06.csv,0,-0.49526200574269297
2025-02-06,North,Almond Drink,AB,16.3,Thursday,832,sales_2025-02-06.csv,0,-0.49929477342378875
2025-02-06,North,Oat Latte,AB,16.3,Thursday,934,sales_2025-02-06.csv,0,-0.4949964840346072
2025-02-06,North,Strawberry Shake,AC,16.3,Thursday,1009,sales_2025-02-06.csv,0,-0.48867214254285385
2025-02-06,North,Chocolate Shake,AC,16.3,Thursday,976,sales_2025-02-06.csv,0,-0.4898292036789596
2025-02-06,North,Vanilla Shake,AC,16.3,Thursday,1067,sales_2025-02-06.csv,0,-0.48526386160543433
2025-02-06,North,Orange Juice,AD,16.3,Thursday,1390,sales_2025-02-06.csv,0,-0.48363763793954195
2025-02-06,North,Apple Juice,AD,16.3,Thursday,1272,sales_2025-02-06.csv,0,-0.4795078618527058
2025-02-06,North,Mango Juice,AD,16.3,Thursday,1387,sales_2025-02-06.csv,0,-0.48363763793954195
2025-02-06,North,Pepsi Max,AE,16.3,Thursday,1200,sales_2025-02-06.csv,0,-0.47665954395014065
2025-02-06,North,Cola Zero,AE,16.3,Thursday,1095,sales_2025-02-06.csv,0,-0.47421585484308826
2025-02-06,North,Sprite Zero,AE,16.3,Thursday,1087,sales_2025-02-06.csv,0,-0.47453681136601716
2025-02-06,North,Kombucha,AF,16.3,Thursday,1061,sales_2025-02-06.csv,0,-0.48915316674486253
2025-02-06,North,Coconut Water,AF,16.3,Thursday,1107,sales_2025-02-06.csv,0,-0.48882232434061124
2025-02-06,North,Isotonic Drink,AF,16.3,Thursday,1156,sales_2025-02-06.csv,0,-0.4941366630813798
2025-02-06,South,Coca-Cola,AA,20.5,Thursday,1056,sales_2025-02-06.csv,0,-0.49451856111777553
2025-02-06,South,Fanta,AA,20.5,Thursday,1124,sales_2025-02-06.csv,0,-0.4940971302226121
2025-02-06,South,Sprite,AA,20.5,Thursday,1053,sales_2025-02-06.csv,0,-0.4955233339691557
2025-02-06,South,Pepsi,AA,20.5,Thursday,1187,sales_2025-02-06.csv,0,-0.4937022095803665
2025-02-06,South,Golden Milk,AB,20.5,Thursday,995,sales_2025-02-06.csv,0,-0.4955873612609508
2025-02-06,South,Almond Drink,AB,20.5,Thursday,902,sales_2025-02-06.csv,0,-0.4979507306182328
2025-02-06,South,Oat Latte,AB,20.5,Thursday,1001,sales_2025-02-06.csv,0,-0.4955873612609508
2025-02-06,South,Strawberry Shake,AC,20.5,Thursday,1212,sales_2025-02-06.csv,0,-0.4914545740517351
2025-02-06,South,Chocolate Shake,AC,20.5,Thursday,1256,sales_2025-02-06.csv,0,-0.49285557328120166
2025-02-06,South,Vanilla Shake,AC,20.5,Thursday,1215,sales_2025-02-06.csv,0,-0.4921200470786996
2025-02-06,South,Orange Juice,AD,20.5,Thursday,1281,sales_2025-02-06.csv,0,-0.4910037159586727
2025-02-06,South,Apple Juice,AD,20.5,Thursday,1114,sales_2025-02-06.csv,0,-0.4873704211163809
2025-02-06,South,Mango Juice,AD,20.5,Thursday,1146,sales_2025-02-06.csv,0,-0.4868011426223176
2025-02-06,South,Pepsi Max,AE,20.5,Thursday,1193,sales_2025-02-06.csv,0,-0.4836102173136101
2025-02-06,South,Cola Zero,AE,20.5,Thursday,1180,sales_2025-02-06.csv,0,-0.4815974095086088
2025-02-06,South,Sprite Zero,AE,20.5,Thursday,1210,sales_2025-02-06.csv,0,-0.4836102173136101
2025-02-06,South,Kombucha,AF,20.5,Thursday,1025,sales_2025-02-06.csv,0,-0.49046299148352923
2025-02-06,South,Coconut Water,AF,20.5,Thursday,1081,sales_2025-02-06.csv,0,-0.490873258673947
2025-02-06,South,Isotonic Drink,AF,20.5,Thursday,878,sales_2025-02-06.csv,0,-0.500232703930349
2025-02-06,East,Coca-Cola,AA,15.5,Thursday,1179,sales_2025-02-06.csv,0,-0.4888530530903249
2025-02-06,East,Fanta,AA,15.5,Thursday,1276,sales_2025-02-06.csv,0,-0.4896706602482755
2025-02-06,East,Sprite,AA,15.5,Thursday,1185,sales_2025-02-06.csv,0,-0.48925256282362645
2025-02-06,East,Pepsi,AA,15.5,Thursday,1077,sales_2025-02-06.csv,0,-0.49083904267605327
2025-02-06,East,Golden Milk,AB,15.5,Thursday,1001,sales_2025-02-06.csv,0,-0.48810476729356544
2025-02-06,East,Almond Drink,AB,15.5,Thursday,993,sales_2025-02-06.csv,0,-0.48810476729356544
2025-02-06,East,Oat Latte,AB,15.5,Thursday,1008,sales_2025-02-06.csv,0,-0.48813082289323523
2025-02-06,East,Strawberry Shake,AC,15.5,Thursday,2387,sales_2025-02-06.csv,0,-0.5250620449344011
2025-02-06,East,Chocolate Shake,AC,15.5,Thursday,1295,sales_2025-02-06.csv,0,-0.49524265268867673
2025-02-06,East,Vanilla Shake,AC,15.5,Thursday,518,sales_2025-02-06.csv,1,-0.5326096636813402
2025-02-06,East,Orange Juice,AD,15.5,Thursday,1177,sales_2025-02-06.csv,0,-0.481132625381201
2025-02-06,East,Apple Juice,AD,15.5,Thursday,1127,sales_2025-02-06.csv,0,-0.4832918842926258
2025-02-06,East,Mango Juice,AD,15.5,Thursday,1125,sales_2025-02-06.csv,0,-0.4832918842926258
2025-02-06,East,Pepsi Max,AE,15.5,Thursday,1094,sales_2025-02-06.csv,0,-0.4785289188043707
2025-02-06,East,Cola Zero,AE,15.5,Thursday,1152,sales_2025-02-06.csv,0,-0.4755626344029859
2025-02-06,East,Sprite Zero,AE,15.5,Thursday,1113,sales_2025-02-06.csv,0,-0.4773025750396981
2025-02-06,East,Kombucha,AF,15.5,Thursday,1156,sales_2025-02-06.csv,0,-0.4941647374898952
2025-02-06,East,Coconut Water,AF,15.5,Thursday,880,sales_2025-02-06.csv,0,-0.5044834989208297
2025-02-06,East,Isotonic Drink,AF,15.5,Thursday,934,sales_2025-02-06.csv,0,-0.5024901215651717
2025-02-07,North,Coca-Cola,AA,12.8,Friday,1275,sales_2025-02-07.csv,0,-0.4915674574739555
2025-02-07,North,Fanta,AA,12.8,Friday,1199,sales_2025-02-07.csv,0,-0.48901390884982154
2025-02-07,North,Sprite,AA,12.8,Friday,1275,sales_2025-02-07.csv,0,-0.4915674574739555
2025-02-07,North,Pepsi,AA,12.8,Friday,1159,sales_2025-02-07.csv,0,-0.4887517368946748
2025-02-07,North,Golden Milk,AB,12.8,Friday,990,sales_2025-02-07.csv,0,-0.49679437311367397
2025-02-07,North,Almond Drink,AB,12.8,Friday,1108,sales_2025-02-07.csv,0,-0.4982910638970318
2025-02-07,North,Oat Latte,AB,12.8,Friday,918,sales_2025-02-07.csv,0,-0.4966859431242647
2025-02-07,North,Strawberry Shake,AC,12.8,Friday,1189,sales_2025-02-07.csv,0,-0.4917693662283933
2025-02-07,North,Chocolate Shake,AC,12.8,Friday,1174,sales_2025-02-07.csv,0,-0.4917693662283933
2025-02-07,North,Vanilla Shake,AC,12.8,Friday,1002,sales_2025-02-07.csv,0,-0.491070105721193
2025-02-07,North,Orange Juice,AD,12.8,Friday,1161,sales_2025-02-07.csv,0,-0.5026872618412838
2025-02-07,North,Apple Juice,AD,12.8,Friday,1281,sales_2025-02-07.csv,0,-0.5078184658116549
2025-02-07,North,Mango Juice,AD,12.8,Friday,1211,sales_2025-02-07.csv,0,-0.5035980167444898
2025-02-07,North,Pepsi Max,AE,12.8,Friday,1089,sales_2025-02-07.csv,0,-0.4874614826362665
2025-02-07,North,Cola Zero,AE,12.8,Friday,1222,sales_2025-02-07.csv,0,-0.4848331857587831
2025-02-07,North,Sprite Zero,AE,12.8,Friday,1140,sales_2025-02-07.csv,0,-0.48387627516291815
2025-02-07,North,Kombucha,AF,12.8,Friday,1045,sales_2025-02-07.csv,0,-0.49692572617492864
2025-02-07,North,Coconut Water,AF,12.8,Friday,1046,sales_2025-02-07.csv,0,-0.49692572617492864
2025-02-07,North,Isotonic Drink,AF,12.8,Friday,942,sales_2025-02-07.csv,0,-0.4999116769064032
2025-02-07,South,Coca-Cola,AA,25.4,Friday,1373,sales_2025-02-07.csv,0,-0.5039256329134068
2025-02-07,South,Fanta,AA,25.4,Friday,1353,sales_2025-02-07.csv,0,-0.5029582714705182
2025-02-07,South,Sprite,AA,25.4,Friday,1382,sales_2025-02-07.csv,0,-0.5039256329134068
2025-02-07,South,Pepsi,AA,25.4,Friday,1420,sales_2025-02-07.csv,0,-0.5052405644606907
2025-02-07,South,Golden Milk,AB,25.4,Friday,886,sales_2025-02-07.csv,0,-0.516400553468832
2025-02-07,South,Almond Drink,AB,25.4,Friday,824,sales_2025-02-07.csv,0,-0.5170998055616752
2025-02-07,South,Oat Latte,AB,25.4,Friday,930,sales_2025-02-07.csv,0,-0.5146381982880374
2025-02-07,South,Strawberry Shake,AC,25.4,Friday,998,sales_2025-02-07.csv,0,-0.5147696922825753
2025-02-07,South,Chocolate Shake,AC,25.4,Friday,931,sales_2025-02-07.csv,0,-0.5176528827895223
2025-02-07,South,Vanilla Shake,AC,25.4,Friday,1042,sales_2025-02-07.csv,0,-0.5126939680015267
2025-02-07,South,Orange Juice,AD,25.4,Friday,1427,sales_2025-02-07.csv,0,-0.5133168463192063
2025-02-07,South,Apple Juice,AD,25.4,Friday,1339,sales_2025-02-07.csv,0,-0.5091174369017114
2025-02-07,South,Mango Juice,AD,25.4,Friday,1331,sales_2025-02-07.csv,0,-0.5073152631990325
2025-02-07,South,Pepsi Max,AE,25.4,Friday,1996,sales_2025-02-07.csv,0,-0.5262841524346175
2025-02-07,South,Cola Zero,AE,25.4,Friday,1073,sales_2025-02-07.csv,0,-0.48685493669190316
2025-02-07,South,Sprite Zero,AE,25.4,Friday,1082,sales_2025-02-07.csv,0,-0.48685493669190316
2025-02-07,South,Kombucha,AF,25.4,Friday,1127,sales_2025-02-07.csv,0,-0.5092364355853141
2025-02-07,South,Coconut Water,AF,25.4,Friday,1098,sales_2025-02-07.csv,0,-0.5092364355853141
2025-02-07,South,Isotonic Drink,AF,25.4,Friday,1127,sales_2025-02-07.csv,0,-0.5092364355853141
2025-02-07,East,Coca-Cola,AA,21.6,Friday,1539,sales_2025-02-07.csv,0,-0.5031202740044081
2025-02-07,East,Fanta,AA,21.6,Friday,1542,sales_2025-02-07.csv,0,-0.5031202740044081
2025-02-07,East,Sprite,AA,21.6,Friday,1484,sales_2025-02-07.csv,0,-0.5018471760177762
2025-02-07,East,Pepsi,AA,21.6,Friday,1575,sales_2025-02-07.csv,0,-0.5031202740044081
2025-02-07,East,Golden Milk,AB,21.6,Friday,880,sales_2025-02-07.csv,0,-0.5091521806718636
2025-02-07,East,Almond Drink,AB,21.6,Friday,689,sales_2025-02-07.csv,0,-0.5177648746547969
2025-02-07,East,Oat Latte,AB,21.6,Friday,765,sales_2025-02-07.csv,0,-0.5166006883076766
2025-02-07,East,Strawberry Shake,AC,21.6,Friday,873,sales_2025-02-07.csv,0,-0.5137757878542103
2025-02-07,East,Chocolate Shake,AC,21.6,Friday,930,sales_2025-02-07.csv,0,-0.512142297557854
2025-02-07,East,Vanilla Shake,AC,21.6,Friday,897,sales_2025-02-07.csv,0,-0.5124889232756368
2025-02-07,East,Orange Juice,AD,21.6,Friday,1457,sales_2025-02-07.csv,0,-0.5106643507147146
2025-02-07,East,Apple Juice,AD,21.6,Friday,1418,sales_2025-02-07.csv,0,-0.5082422346923737
2025-02-07,East,Mango Juice,AD,21.6,Friday,1468,sales_2025-02-07.csv,0,-0.5110099761355335
2025-02-07,East,Pepsi Max,AE,21.6,Friday,1129,sales_2025-02-07.csv,0,-0.48600247814293135
2025-02-07,East,Cola Zero,AE,21.6,Friday,938,sales_2025-02-07.csv,0,-0.4914779895039952
2025-02-07,East,Sprite Zero,AE,21.6,Friday,1109,sales_2025-02-07.csv,0,-0.48523790334178335
2025-02-07,East,Kombucha,AF,21.6,Friday,1158,sales_2025-02-07.csv,0,-0.5049263630314889
2025-02-07,East,Coconut Water,AF,21.6,Friday,1128,sales_2025-02-07.csv,0,-0.5049263630314889
2025-02-07,East,Isotonic Drink,AF,21.6,Friday,994,sales_2025-02-07.csv,0,-0.5069317031603326
2025-02-08,North,Coca-Cola,AA,9.9,Saturday,1173,sales_2025-02-08.csv,0,-0.49108731643587733
2025-02-08,North,Fanta,AA,9.9,Saturday,351,sales_2025-02-08.csv,0,-0.5213171885788028
2025-02-08,North,Sprite,AA,9.9,Saturday,978,sales_2025-02-08.csv,0,-0.4980563746292495
2025-02-08,North,Pepsi,AA,9.9,Saturday,1022,sales_2025-02-08.csv,0,-0.4950120050543423
2025-02-08,North,Golden Milk,AB,9.9,Saturday,1021,sales_2025-02-08.csv,0,-0.5123337194379828
2025-02-08,North,Almond Drink,AB,9.9,Saturday,1082,sales_2025-02-08.csv,0,-0.5146875101338583
2025-02-08,North,Oat Latte,AB,9.9,Saturday,1179,sales_2025-02-08.csv,0,-0.5155030872408297
2025-02-08,North,Strawberry Shake,AC,9.9,Saturday,1264,sales_2025-02-08.csv,0,-0.5129297330892927
2025-02-08,North,Chocolate Shake,AC,9.9,Saturday,1316,sales_2025-02-08.csv,0,-0.5144157249547081
2025-02-08,North,Vanilla Shake,AC,9.9,Saturday,1225,sales_2025-02-08.csv,0,-0.509141799118504
2025-02-08,North,Orange Juice,AD,9.9,Saturday,1192,sales_2025-02-08.csv,0,-0.5122673455122222
2025-02-08,North,Apple Juice,AD,9.9,Saturday,1099,sales_2025-02-08.csv,0,-0.5142826846015053
2025-02-08,North,Mango Juice,AD,9.9,Saturday,1010,sales_2025-02-08.csv,0,-0.517822069310534
2025-02-08,North,Pepsi Max,AE,9.9,Saturday,1295,sales_2025-02-08.csv,0,-0.49658760977865407
2025-02-08,North,Cola Zero,AE,9.9,Saturday,1316,sales_2025-02-08.csv,0,-0.49658760977865407
2025-02-08,North,Sprite Zero,AE,9.9,Saturday,1243,sales_2025-02-08.csv,0,-0.4931203773122054
2025-02-08,North,Kombucha,AF,9.9,Saturday,833,sales_2025-02-08.csv,0,-0.5218831605858025
2025-02-08,North,Coconut Water,AF,9.9,Saturday,1072,sales_2025-02-08.csv,0,-0.5133225338470631
2025-02-08,North,Isotonic Drink,AF,9.9,Saturday,969,sales_2025-02-08.csv,0,-0.5189159961870085
2025-02-08,South,Coca-Cola,AA,26.5,Saturday,1471,sales_2025-02-08.csv,0,-0.515534855411242
2025-02-08,South,Fanta,AA,26.5,Saturday,1482,sales_2025-02-08.csv,0,-0.5190532157328493
2025-02-08,South,Sprite,AA,26.5,Saturday,1518,sales_2025-02-08.csv,0,-0.5190532157328493
2025-02-08,South,Pepsi,AA,26.5,Saturday,1588,sales_2025-02-08.csv,0,-0.5226128246325894
2025-02-08,South,Golden Milk,AB,26.5,Saturday,855,sales_2025-02-08.csv,0,-0.5150906854096723
2025-02-08,South,Almond Drink,AB,26.5,Saturday,757,sales_2025-02-08.csv,0,-0.5168479517335451
2025-02-08,South,Oat Latte,AB,26.5,Saturday,863,sales_2025-02-08.csv,0,-0.5150906854096723
2025-02-08,South,Strawberry Shake,AC,26.5,Saturday,1039,sales_2025-02-08.csv,0,-0.526382783971887
2025-02-08,South,Chocolate Shake,AC,26.5,Saturday,930,sales_2025-02-08.csv,1,-0.5297745692784755
2025-02-08,South,Vanilla Shake,AC,26.5,Saturday,934,sales_2025-02-08.csv,1,-0.5297745692784755
2025-02-08,South,Orange Juice,AD,26.5,Saturday,1302,sales_2025-02-08.csv,0,-0.511662784106711
2025-02-08,South,Apple Juice,AD,26.5,Saturday,1292,sales_2025-02-08.csv,0,-0.511662784106711
2025-02-08,South,Mango Juice,AD,26.5,Saturday,1345,sales_2025-02-08.csv,0,-0.5127023909383938
2025-02-08,South,Pepsi Max,AE,26.5,Saturday,1057,sales_2025-02-08.csv,0,-0.5033178044264656
2025-02-08,South,Cola Zero,AE,26.5,Saturday,1087,sales_2025-02-08.csv,0,-0.502566664633368
2025-02-08,South,Sprite Zero,AE,26.5,Saturday,1092,sales_2025-02-08.csv,0,-0.502566664633368
2025-02-08,South,Kombucha,AF,26.5,Saturday,1250,sales_2025-02-08.csv,0,-0.5223419850656206
2025-02-08,South,Coconut Water,AF,26.5,Saturday,1142,sales_2025-02-08.csv,0,-0.5208723273886272
2025-02-08,South,Isotonic Drink,AF,26.5,Saturday,1212,sales_2025-02-08.csv,0,-0.5223419850656206
2025-02-08,East,Coca-Cola,AA,16.9,Saturday,1395,sales_2025-02-08.csv,0,-0.5062260580463271
2025-02-08,East,Fanta,AA,16.9,Saturday,1163,sales_2025-02-08.csv,0,-0.4981983712668208
2025-02-08,East,Sprite,AA,16.9,Saturday,1252,sales_2025-02-08.csv,0,-0.49896758012345777
2025-02-08,East,Pepsi,AA,16.9,Saturday,1363,sales_2025-02-08.csv,0,-0.5045082706428503
2025-02-08,East,Golden Milk,AB,16.9,Saturday,941,sales_2025-02-08.csv,0,-0.507152024214111
2025-02-08,East,Almond Drink,AB,16.9,Saturday,1018,sales_2025-02-08.csv,0,-0.5048738160576097
2025-02-08,East,Oat Latte,AB,16.9,Saturday,980,sales_2025-02-08.csv,0,-0.5048991715797051
2025-02-08,East,Strawberry Shake,AC,16.9,Saturday,1171,sales_2025-02-08.csv,0,-0.5026338394173825
2025-02-08,East,Chocolate Shake,AC,16.9,Saturday,1148,sales_2025-02-08.csv,0,-0.5026338394173825
2025-02-08,East,Vanilla Shake,AC,16.9,Saturday,1152,sales_2025-02-08.csv,0,-0.5026338394173825
2025-02-08,East,Orange Juice,AD,16.9,Saturday,1350,sales_2025-02-08.csv,0,-0.5099451699830484
2025-02-08,East,Apple Juice,AD,16.9,Saturday,1315,sales_2025-02-08.csv,0,-0.5096002647518377
2025-02-08,East,Mango Juice,AD,16.9,Saturday,1316,sales_2025-02-08.csv,0,-0.5096002647518377
2025-02-08,East,Pepsi Max,AE,16.9,Saturday,1153,sales_2025-02-08.csv,0,-0.49295922633119643
2025-02-08,East,Cola Zero,AE,16.9,Saturday,1111,sales_2025-02-08.csv,0,-0.49362673679063146
2025-02-08,East,Sprite Zero,AE,16.9,Saturday,1106,sales_2025-02-08.csv,0,-0.4935574765233504
2025-02-08,East,Kombucha,AF,16.9,Saturday,1100,sales_2025-02-08.csv,0,-0.5033106993528158
2025-02-08,East,Coconut Water,AF,16.9,Saturday,877,sales_2025-02-08.csv,0,-0.5088216738052357
2025-02-08,East,Isotonic Drink,AF,16.9,Saturday,956,sales_2025-02-08.csv,0,-0.5062040291658285
2025-02-09,North,Coca-Cola,AA,11.1,Sunday,1109,sales_2025-02-09.csv,0,-0.4822780701788495
2025-02-09,North,Fanta,AA,11.1,Sunday,942,sales_2025-02-09.csv,0,-0.48753561410951723
2025-02-09,North,Sprite,AA,11.1,Sunday,1214,sales_2025-02-09.csv,0,-0.4815869255569436
2025-02-09,North,Pepsi,AA,11.1,Sunday,1168,sales_2025-02-09.csv,0,-0.4823457476219706
2025-02-09,North,Golden Milk,AB,11.1,Sunday,1176,sales_2025-02-09.csv,0,-0.4963363006765706
2025-02-09,North,Almond Drink,AB,11.1,Sunday,1111,sales_2025-02-09.csv,0,-0.49542124083461475
2025-02-09,North,Oat Latte,AB,11.1,Sunday,1109,sales_2025-02-09.csv,0,-0.49542124083461475
2025-02-09,North,Strawberry Shake,AC,11.1,Sunday,1403,sales_2025-02-09.csv,0,-0.5145972263049312
2025-02-09,North,Chocolate Shake,AC,11.1,Sunday,1205,sales_2025-02-09.csv,0,-0.5003287674618891
2025-02-09,North,Vanilla Shake,AC,11.1,Sunday,1140,sales_2025-02-09.csv,0,-0.4975622395367748
2025-02-09,North,Orange Juice,AD,11.1,Sunday,1118,sales_2025-02-09.csv,0,-0.5122201733003727
2025-02-09,North,Apple Juice,AD,11.1,Sunday,1076,sales_2025-02-09.csv,0,-0.5114249995294339
2025-02-09,North,Mango Juice,AD,11.1,Sunday,1116,sales_2025-02-09.csv,0,-0.5122201733003727
2025-02-09,North,Pepsi Max,AE,11.1,Sunday,1134,sales_2025-02-09.csv,0,-0.4845364587716744
2025-02-09,North,Cola Zero,AE,11.1,Sunday,1248,sales_2025-02-09.csv,0,-0.4889106269825295
2025-02-09,North,Sprite Zero,AE,11.1,Sunday,1244,sales_2025-02-09.csv,0,-0.487233057211974
2025-02-09,North,Kombucha,AF,11.1,Sunday,976,sales_2025-02-09.csv,0,-0.48278629126744455
2025-02-09,North,Coconut Water,AF,11.1,Sunday,999,sales_2025-02-09.csv,0,-0.4824597551470604
2025-02-09,North,Isotonic Drink,AF,11.1,Sunday,968,sales_2025-02-09.csv,0,-0.483113048392455
2025-02-09,South,Coca-Cola,AA,25.3,Sunday,1443,sales_2025-02-09.csv,0,-0.5069426562307305
2025-02-09,South,Fanta,AA,25.3,Sunday,1419,sales_2025-02-09.csv,0,-0.5069426562307305
2025-02-09,South,Sprite,AA,25.3,Sunday,1503,sales_2025-02-09.csv,0,-0.5134253504310725
2025-02-09,South,Pepsi,AA,25.3,Sunday,1526,sales_2025-02-09.csv,0,-0.513772844538608
2025-02-09,South,Golden Milk,AB,25.3,Sunday,975,sales_2025-02-09.csv,0,-0.5027672063192445
2025-02-09,South,Almond Drink,AB,25.3,Sunday,812,sales_2025-02-09.csv,0,-0.5056273332122784
2025-02-09,South,Oat Latte,AB,25.3,Sunday,844,sales_2025-02-09.csv,0,-0.5027856533923558
2025-02-09,South,Strawberry Shake,AC,25.3,Sunday,866,sales_2025-02-09.csv,0,-0.5221920104430582
2025-02-09,South,Chocolate Shake,AC,25.3,Sunday,968,sales_2025-02-09.csv,0,-0.5200556823094831
2025-02-09,South,Vanilla Shake,AC,25.3,Sunday,1014,sales_2025-02-09.csv,0,-0.5193524331101241
2025-02-09,South,Orange Juice,AD,25.3,Sunday,1333,sales_2025-02-09.csv,0,-0.5108427891420334
2025-02-09,South,Apple Juice,AD,25.3,Sunday,1477,sales_2025-02-09.csv,0,-0.523385771303201
2025-02-09,South,Mango Juice,AD,25.3,Sunday,1314,sales_2025-02-09.csv,0,-0.5104972767993885
2025-02-09,South,Pepsi Max,AE,25.3,Sunday,1028,sales_2025-02-09.csv,0,-0.4970294256104576
2025-02-09,South,Cola Zero,AE,25.3,Sunday,1144,sales_2025-02-09.csv,0,-0.49385103689338944
2025-02-09,South,Sprite Zero,AE,25.3,Sunday,1114,sales_2025-02-09.csv,0,-0.4910640985454633
2025-02-09,South,Kombucha,AF,25.3,Sunday,1146,sales_2025-02-09.csv,0,-0.4985783361377119
2025-02-09,South,Coconut Water,AF,25.3,Sunday,1129,sales_2025-02-09.csv,0,-0.49671451890979085
2025-02-09,South,Isotonic Drink,AF,25.3,Sunday,1125,sales_2025-02-09.csv,0,-0.4960428329738118
2025-02-09,East,Coca-Cola,AA,10.6,Sunday,865,sales_2025-02-09.csv,0,-0.5072033565126539
2025-02-09,East,Fanta,AA,10.6,Sunday,875,sales_2025-02-09.csv,0,-0.5072033565126539
